doi,language,method,method2,measurement,validation
10.1017/S0007123414000283,de,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/S0007123414000283,fr,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1017/S0007123417000023,en,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,en,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,de,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,de,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,nl,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,nl,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,fr,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,fr,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,es,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,es,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,it,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,it,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,pt,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,pt,nlp,Rule-based,attri,validation attempt: discussion
10.1017/S0007123417000023,sf,nlp,Rule-based,thing,validation attempt: discussion
10.1017/S0007123417000023,sf,nlp,Rule-based,attri,validation attempt: discussion
10.1080/10584609.2018.1478472,en,key,Rule-based,theme,no validation attempt
10.1080/10584609.2018.1478472,de,key,Rule-based,theme,no validation attempt
10.1080/10584609.2018.1478472,nl,key,Rule-based,theme,no validation attempt
10.1080/10584609.2018.1478472,fr,key,Rule-based,theme,no validation attempt
10.1080/10584609.2018.1483606,xx,sml,Supervised,theme,no validation attempt
10.1080/10584609.2018.1483606,xx,sml,Supervised,frame,no validation attempt
10.1080/10584609.2018.1483606,xx,dcs,Unsupervised,theme,no validation attempt
10.1080/10584609.2018.1483606,xx,dcs,Unsupervised,frame,no validation attempt
10.1080/1461670X.2015.1114899,en,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,de,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,fr,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,es,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,cn,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,he,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,ru,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,ar,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,jp,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2015.1114899,fs,key,Rule-based,thing,no validation attempt
10.1080/1461670X.2017.1305285,en,nlp,Rule-based,quali,validation attempt: discussion & demonstration
10.1080/1461670X.2017.1305285,de,nlp,Rule-based,quali,validation attempt: discussion & demonstration
10.1080/19312458.2018.1555798,en,lda,Unsupervised,theme,validation attempt: discussion
10.1080/19312458.2018.1555798,de,lda,Unsupervised,theme,validation attempt: discussion
10.1080/19312458.2019.1594741,en,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,en,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,de,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,de,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,nl,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,nl,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,fr,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,fr,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,es,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,es,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,it,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,it,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,se,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,se,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,pt,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,pt,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,dk,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,dk,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,gr,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,gr,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,cz,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,cz,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,pl,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,pl,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sf,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sf,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,bg,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,bg,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,lv,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,lv,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,ro,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,ro,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sr,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sr,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,ee,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,ee,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sl,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sl,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,li,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,li,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sk,man,Manual,quali,validation attempt: discussion & demonstration
10.1080/19312458.2019.1594741,sk,dcs,Unsupervised,quali,validation attempt: discussion & demonstration
10.1111/ajps.12526,en,lda,Unsupervised,relas,validation attempt: discussion & demonstration
10.1111/ajps.12526,cn,lda,Unsupervised,relas,validation attempt: discussion & demonstration
10.1111/jcom.12259,en,sml,Supervised,theme,validation attempt: discussion
10.1111/jcom.12259,en,sml,Supervised,quali,validation attempt: discussion
10.1111/jcom.12259,de,sml,Supervised,theme,validation attempt: discussion
10.1111/jcom.12259,de,sml,Supervised,quali,validation attempt: discussion
10.1111/jcom.12259,es,sml,Supervised,theme,validation attempt: discussion
10.1111/jcom.12259,es,sml,Supervised,quali,validation attempt: discussion
10.1111/jcom.12259,gr,sml,Supervised,theme,validation attempt: discussion
10.1111/jcom.12259,gr,sml,Supervised,quali,validation attempt: discussion
10.1111/jcom.12272,en,dct,Rule-based,frame,validation attempt: discussion & demonstration
10.1111/jcom.12272,en,dct,Rule-based,relas,validation attempt: discussion & demonstration
10.1111/jcom.12272,de,dct,Rule-based,frame,validation attempt: discussion & demonstration
10.1111/jcom.12272,de,dct,Rule-based,relas,validation attempt: discussion & demonstration
10.1111/jcom.12272,fr,dct,Rule-based,frame,validation attempt: discussion & demonstration
10.1111/jcom.12272,fr,dct,Rule-based,relas,validation attempt: discussion & demonstration
10.1111/jcom.12272,he,dct,Rule-based,frame,validation attempt: discussion & demonstration
10.1111/jcom.12272,he,dct,Rule-based,relas,validation attempt: discussion & demonstration
10.1111/jcom.12272,ar,dct,Rule-based,frame,validation attempt: discussion & demonstration
10.1111/jcom.12272,ar,dct,Rule-based,relas,validation attempt: discussion & demonstration
10.1111/pops.12308,en,key,Rule-based,theme,no validation attempt
10.1111/pops.12308,ph,key,Rule-based,theme,no validation attempt
10.1111/pops.12327,en,nlp,Rule-based,forma,no validation attempt
10.1111/pops.12327,pt,nlp,Rule-based,forma,no validation attempt
10.1111/pops.12327,ar,nlp,Rule-based,forma,no validation attempt
10.1111/pops.12478,en,man,Manual,theme,validation attempt: discussion
10.1111/pops.12478,en,man,Manual,senti,validation attempt: discussion
10.1111/pops.12478,en,man,Manual,quali,validation attempt: discussion
10.1111/pops.12478,en,lnk,Rule-based,theme,validation attempt: discussion
10.1111/pops.12478,en,lnk,Rule-based,senti,validation attempt: discussion
10.1111/pops.12478,en,lnk,Rule-based,quali,validation attempt: discussion
10.1111/pops.12478,en,sml,Supervised,theme,validation attempt: discussion
10.1111/pops.12478,en,sml,Supervised,senti,validation attempt: discussion
10.1111/pops.12478,en,sml,Supervised,quali,validation attempt: discussion
10.1111/pops.12478,es,man,Manual,theme,validation attempt: discussion
10.1111/pops.12478,es,man,Manual,senti,validation attempt: discussion
10.1111/pops.12478,es,man,Manual,quali,validation attempt: discussion
10.1111/pops.12478,es,lnk,Rule-based,theme,validation attempt: discussion
10.1111/pops.12478,es,lnk,Rule-based,senti,validation attempt: discussion
10.1111/pops.12478,es,lnk,Rule-based,quali,validation attempt: discussion
10.1111/pops.12478,es,sml,Supervised,theme,validation attempt: discussion
10.1111/pops.12478,es,sml,Supervised,senti,validation attempt: discussion
10.1111/pops.12478,es,sml,Supervised,quali,validation attempt: discussion
10.1111/pops.12478,ru,man,Manual,theme,validation attempt: discussion
10.1111/pops.12478,ru,man,Manual,senti,validation attempt: discussion
10.1111/pops.12478,ru,man,Manual,quali,validation attempt: discussion
10.1111/pops.12478,ru,lnk,Rule-based,theme,validation attempt: discussion
10.1111/pops.12478,ru,lnk,Rule-based,senti,validation attempt: discussion
10.1111/pops.12478,ru,lnk,Rule-based,quali,validation attempt: discussion
10.1111/pops.12478,ru,sml,Supervised,theme,validation attempt: discussion
10.1111/pops.12478,ru,sml,Supervised,senti,validation attempt: discussion
10.1111/pops.12478,ru,sml,Supervised,quali,validation attempt: discussion
10.1111/pops.12478,tr,man,Manual,theme,validation attempt: discussion
10.1111/pops.12478,tr,man,Manual,senti,validation attempt: discussion
10.1111/pops.12478,tr,man,Manual,quali,validation attempt: discussion
10.1111/pops.12478,tr,lnk,Rule-based,theme,validation attempt: discussion
10.1111/pops.12478,tr,lnk,Rule-based,senti,validation attempt: discussion
10.1111/pops.12478,tr,lnk,Rule-based,quali,validation attempt: discussion
10.1111/pops.12478,tr,sml,Supervised,theme,validation attempt: discussion
10.1111/pops.12478,tr,sml,Supervised,senti,validation attempt: discussion
10.1111/pops.12478,tr,sml,Supervised,quali,validation attempt: discussion
10.1111/pops.12478,ua,man,Manual,theme,validation attempt: discussion
10.1111/pops.12478,ua,man,Manual,senti,validation attempt: discussion
10.1111/pops.12478,ua,man,Manual,quali,validation attempt: discussion
10.1111/pops.12478,ua,lnk,Rule-based,theme,validation attempt: discussion
10.1111/pops.12478,ua,lnk,Rule-based,senti,validation attempt: discussion
10.1111/pops.12478,ua,lnk,Rule-based,quali,validation attempt: discussion
10.1111/pops.12478,ua,sml,Supervised,theme,validation attempt: discussion
10.1111/pops.12478,ua,sml,Supervised,senti,validation attempt: discussion
10.1111/pops.12478,ua,sml,Supervised,quali,validation attempt: discussion
10.1177/0010414019830736,en,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0010414019830736,en,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1177/0010414019830736,de,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0010414019830736,de,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1177/0010414019830736,nl,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0010414019830736,nl,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1177/0010414019830736,es,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0010414019830736,es,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1177/0010414019830736,dk,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0010414019830736,dk,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1177/0010414019830736,cz,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0010414019830736,cz,dct,Rule-based,theme,validation attempt: discussion & demonstration
10.1177/0093650218815383,fr,dct,Rule-based,quali,validation attempt: discussion
10.1177/0093650218815383,he,dct,Rule-based,quali,validation attempt: discussion
10.1177/0093650218815383,ar,dct,Rule-based,quali,validation attempt: discussion
10.1177/0267323118810843,en,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,de,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,nl,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,fr,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,es,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,it,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,dk,nlp,Rule-based,senti,no validation attempt
10.1177/0267323118810843,pl,nlp,Rule-based,senti,no validation attempt
10.1177/0267323120909288,en,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0267323120909288,en,dct,Rule-based,const,validation attempt: discussion & demonstration
10.1177/0267323120909288,en,dct,Rule-based,senti,validation attempt: discussion & demonstration
10.1177/0267323120909288,fr,dct,Rule-based,thing,validation attempt: discussion & demonstration
10.1177/0267323120909288,fr,dct,Rule-based,const,validation attempt: discussion & demonstration
10.1177/0267323120909288,fr,dct,Rule-based,senti,validation attempt: discussion & demonstration
10.1177/1464884916688292,en,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,de,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,fr,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,es,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,it,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,cn,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,he,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,ru,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,ar,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,kr,dct,Rule-based,thing,no validation attempt
10.1177/1464884916688292,jp,dct,Rule-based,thing,no validation attempt
10.1177/1940161216674652,en,dct,Rule-based,const,no validation attempt
10.1177/1940161216674652,en,dct,Rule-based,other,no validation attempt
10.1177/1940161216674652,fr,dct,Rule-based,const,no validation attempt
10.1177/1940161216674652,fr,dct,Rule-based,other,no validation attempt
10.1177/1940161216674652,it,dct,Rule-based,const,no validation attempt
10.1177/1940161216674652,it,dct,Rule-based,other,no validation attempt
10.1177/1940161217704968,en,man,Manual,thing,no validation attempt
10.1177/1940161217704968,en,man,Manual,props,no validation attempt
10.1177/1940161217704968,en,key,Rule-based,thing,no validation attempt
10.1177/1940161217704968,en,key,Rule-based,props,no validation attempt
10.1177/1940161217704968,de,man,Manual,thing,no validation attempt
10.1177/1940161217704968,de,man,Manual,props,no validation attempt
10.1177/1940161217704968,de,key,Rule-based,thing,no validation attempt
10.1177/1940161217704968,de,key,Rule-based,props,no validation attempt
10.1177/1940161217704968,fr,man,Manual,thing,no validation attempt
10.1177/1940161217704968,fr,man,Manual,props,no validation attempt
10.1177/1940161217704968,fr,key,Rule-based,thing,no validation attempt
10.1177/1940161217704968,fr,key,Rule-based,props,no validation attempt
10.1177/1940161217723149,en,dct,Rule-based,theme,validation attempt: discussion
10.1177/1940161217723149,nl,dct,Rule-based,theme,validation attempt: discussion
10.1177/1940161217723149,he,dct,Rule-based,theme,validation attempt: discussion
10.1177/1940161218779231,en,dct,Rule-based,thing,no validation attempt
10.1177/1940161218779231,nl,dct,Rule-based,thing,no validation attempt
10.1177/1940161218779231,fr,dct,Rule-based,thing,no validation attempt
10.1177/1940161218779231,it,dct,Rule-based,thing,no validation attempt
10.1177/1940161218779231,dk,dct,Rule-based,thing,no validation attempt
10.1177/1940161218779231,pl,dct,Rule-based,thing,no validation attempt
10.1177/1940161218787046,fr,man,Manual,thing,validation attempt: discussion
10.1177/1940161218787046,fr,man,Manual,const,validation attempt: discussion
10.1177/1940161218787046,fr,man,Manual,quali,validation attempt: discussion
10.1177/1940161218787046,fr,nlp,Rule-based,thing,validation attempt: discussion
10.1177/1940161218787046,fr,nlp,Rule-based,const,validation attempt: discussion
10.1177/1940161218787046,fr,nlp,Rule-based,quali,validation attempt: discussion
10.1177/1940161218787046,es,man,Manual,thing,validation attempt: discussion
10.1177/1940161218787046,es,man,Manual,const,validation attempt: discussion
10.1177/1940161218787046,es,man,Manual,quali,validation attempt: discussion
